,tweets,label,agreement
5830,personal belief exemption werent always lax im w le important vaccination,0.0,0.6666666666666666
5831,hb new child modifying immunization requirement day care provider effective date,1.0,0.6666666666666666
5832,child w severe autism vaccine didnt even id take losing child measles,1.0,1.0
5833,aid n bioart katharine dowsons brain box crystal chromosome amp hiv vaccine work,0.0,0.6666666666666666
5834,measles outbreak traced back single unvaccinated child,0.0,0.6666666666666666
5835,mom family refused vaccination put baby quarantine,1.0,0.6666666666666666
5836,baltimore lucky avoid measles health commissioner say hasnt confirmed measles case,0.0,1.0
5837,getting vaccination upcoming trip africa yellow fever malaria come passport health,1.0,1.0
5838,buahahahahaha disneyland,0.0,1.0
5839,official encourage flu vaccination michigan health official encouraging michigan resident get flu,1.0,1.0
5840,vt offer free whooping cough vaccine wed montpelier vt ap vermont health department offering,1.0,0.6666666666666666
5841,got measles something eeewurl damn thats rt k,0.0,1.0
5842,thought measles thing past voice texas editor saying,1.0,0.6666666666666666
5843,watch news talking measles outbreak news make pissed people,0.0,1.0
5844,hope measles,0.0,1.0
5845,de niro saw kid slip autism vaccine study find link tylenol bad reaction study find pregnancy use ups risk,-1.0,0.6666666666666666
5846,agree diet coke way without vaccine resurgence disease see elderly,1.0,1.0
5847,waiting take stage brings complete concert coverage mmr winner,0.0,1.0
5848,personally think youre going publicly educate child vaccine necessary,1.0,1.0
5849,marin kid immunized law requiring counseling antivaccination parent take effect,1.0,1.0
5850,nd measles case reported denver area man exposed measles lone tree doctor office,0.0,1.0
5851,mmr bbq see mama duke gon get fucked,0.0,1.0
5852,elissas juice contains new hot ingredient,0.0,1.0
5853,benefit weed stress relief boost immunity reduce heart disease enhances emotional strength boost self esteem,0.0,1.0
5854,m maldonados student teach don measles,1.0,0.6666666666666666
5855,thursday friday saturday weekend,0.0,1.0
5856,little shit clearly needed die measles,0.0,1.0
5857,also still smh coulda k mmr,0.0,1.0
5858,study kid find link mmr vaccine autism,1.0,0.6666666666666666
5859,linkin everyone measles scare california bart infected linkedin employee ride train,0.0,1.0
5860,kegel would kindly state risk hpv vaccine required law,0.0,0.6666666666666666
5861,thanks dr lipkin pointing danger phony science vaccine treatment etc troubling disease common,-1.0,1.0
5862,oh would heart disease vaccine possible yes many already theyre called vegetable,1.0,1.0
5863,csu channel island confirms student diagnosed w wtf good,0.0,1.0
5864,yep mmr local barm mics rulrs mustache petes grill mics bar,0.0,1.0
5865,yikes san francisco linkedin employee measles rode bart three day contagious,0.0,1.0
5866,another study find link mmr vaccine autism,1.0,1.0
5867,parent california required vaccinate child go school,1.0,1.0
5868,deathly vaccination got yesterday ready go back sleep,-1.0,0.3333333333333333
5869,measles virtually eliminated united state highest number case two decade last year,1.0,0.6666666666666666
5870,know friday greek voter prepare referendum u record st measles death year via,0.0,1.0
5871,point irrelevant child wont b vaccinated mom said ill x,-1.0,1.0
5872,really mmr covered ur banner cuz next set n u got ta throw hissy fit get,0.0,1.0
5873,christie idiot saw reacted ebola wouldnt read measles,0.0,0.6666666666666666
5874,sick childamps father seek vaccination requirement,1.0,0.6666666666666666
5875,prevent public health nurse talk flu vaccine,1.0,1.0
5876,fascinating pov vaccine distrust gtuser dont parent believe safety vaccine,0.0,0.6666666666666666
5877,psa vaccinate child,1.0,1.0
5878,lost son vaccinepreventable disease yo shes making sure kid get,1.0,0.6666666666666666
5879,health official loudoun amp fairfax say person wmeasles went place largely along chantilly amp south riding,0.0,0.6666666666666666
5880,hear measles outbreak disney think thank god didnt get considering disney right,0.0,1.0
5881,disneyland measles outbreak health official say measles outbreak began disneyland,0.0,0.6666666666666666
5882,child dy every sec vaccinepreventable disease work give every child shot life,1.0,1.0
5883,jesus power rt kid ampi never get vaccinesampwe rarely get sick treat naturally teasplantsampoils,0.0,0.6666666666666666
5884,thats husband chosen vaccinate kid,-1.0,1.0
5885,poll getting nonmedical exemption childrens vaccination referring student public school,0.0,0.6666666666666666
5886,nd confirmed measles case exposure va,0.0,1.0
5887,drs paul carson crazy people think vaccinate kid,-1.0,0.6666666666666666
5888,google image mumps youll vaccinate kid guarantee,1.0,1.0
5889,rt parent ok someone vaccinating kid wo u knowing watch,-1.0,0.6666666666666666
5890,remember smart assed modernized woman saw reason immunize child well,1.0,1.0
5891,ew say anyone rode bart east bay last week see dr symptom rash fever cough,0.0,1.0
5892,misery fever measles amp chickenpox insane itching chickenpox amp pain amp fever w mumps miserable,0.0,0.6666666666666666
5893,kid must vaccinated new california law,0.0,0.6666666666666666
5894,health official investigating rare adult measles case dallas yearold man,0.0,1.0
5895,study kid find link mmr vaccine autism,1.0,0.6666666666666666
5896,measles outbreak grows child urged vaccinate california gripped measles outbreak dr charles,0.0,0.6666666666666666
5897,rt regularly amazing thing health boosting immunity,0.0,1.0
5898,measles disney raise ticket price u theme park,0.0,1.0
5899,dumb enough get vaccinated think measles suitable punishment,1.0,1.0
5900,unless idiot parent dont vaccinate kid,1.0,1.0
5901,player diagnosed mumps nhl make mandatory player get mmr shot,1.0,1.0
5902,need assembly kid school abysmal percent exemption rate assembly mean ninja vaccinating,1.0,1.0
5903,whooping coughor child dying yes dying measles hell wrong,0.0,0.6666666666666666
5904,vaccine cause autism p,-1.0,1.0
5905,hearing favorite boy love elder brown elder measles amp elder heninger much testimony amazing amp make day,0.0,1.0
5906,going school people mean lot flu spreading around season,0.0,0.6666666666666666
5907,eliminated measles reason brought back,1.0,1.0
5908,judge emmett speaks immunization cite critical public health need debunk mythsuser,1.0,0.6666666666666666
5909,think mmr intern air guy sound stiff marble statue,0.0,0.6666666666666666
5910,vaccinosis autism thing,-1.0,1.0
5911,measles mumps ridiculous,0.0,1.0
5912,every year go school first day get sick vaccine station even walk,1.0,1.0
5913,here question get flu vaccine get admitted uofa nursing program get exemption,-1.0,0.3333333333333333
5914,baby measles prompt closing day care california update,0.0,1.0
5915,kiss blown r kiss wasted kiss arent kiss unless r tasted kiss spread germ germ hated kiss baby im vaccinated,0.0,0.6666666666666666
5916,doctor amp patient said kid wasnt getting vaccination id like,1.0,1.0
5917,picked accessory,0.0,1.0
5918,odd worry much disease hunger kill million already vaccine cure,0.0,0.6666666666666666
5919,im gnna kirk doctor look like measles,0.0,1.0
5920,measles outbreak control ohio state measles case spread northcentral ohio,0.0,0.6666666666666666
5921,sometimes im pretty sure antivaccine movement kill like measles anything probably exploding rage,1.0,1.0
5922,average people complain live longer releasing tension increase immunity boost health,0.0,1.0
5923,im pissed measles outbreak let blame american parent vaccinatingroot cause mexican illegal child,1.0,0.6666666666666666
5924,yes vaccination school,1.0,1.0
5925,count whole family screw antivaccine celebrity ignorance amp fear created,1.0,1.0
5926,life black baby dont matter cdc vaccine fraud coverupheres story u,-1.0,1.0
5927,parent concerned measles outbreak grows,0.0,1.0
5928,great day fun first ever college football game first ever football game looking forward season,0.0,1.0
5929,worse comeback measles mcrib,0.0,1.0
5930,apparently cant start school first day dont one immunization,0.0,1.0
5931,end human one like stick learn speak word vaccination,1.0,0.6666666666666666
5932,average people complain live longerreleasing tension increase immunity boost health,0.0,1.0
5933,keep seeing commercial cant help think hope get measles gave away like,0.0,1.0
5934,yall female weird except ny girl,0.0,1.0
5935,suspected case measles reported lake county illinois,0.0,1.0
5936,vaccination mercury formaldehyde formula preservative make sense,-1.0,1.0
5937,great one unvaccinated child started state measles epidemic,1.0,1.0
5938,go check new single body bag feat omelly,0.0,1.0
5939,saturday dec mmr return mmr_kamillion,0.0,1.0
5940,nytimes fear vaccine go viral,-1.0,0.6666666666666666
5941,child dy every sec vaccinepreventable disease work give every child shot life,1.0,0.6666666666666666
5942,hmmmm measles outbreakim sure checked illegals crossing border make sure shotsuser,1.0,0.6666666666666666
5943,enjoyed getting weekend,0.0,1.0
5944,vaccinate kid monster,1.0,1.0
5945,st adult flurelated death reported dallas county patient receives flu vaccine credit fred,1.0,0.6666666666666666
5946,sunrise free vaccination child care worker provided colorado spring gazette,1.0,0.6666666666666666
5947,diagnosed w disease natural look event like vaccine beware recall bias assumption,0.0,0.6666666666666666
5948,opt car insurance driving opt vaccination getting go public school,1.0,1.0
5949,hb passed act amend title delaware code relating public school enrollee immunizatio,0.0,1.0
5950,wow need two tb test titer mmr varicella internship whatever im excited,0.0,0.6666666666666666
5951,mmr shit gon na take like win row get promo,0.0,1.0
5952,somebody chord transplant le year ago please vaccinate freaking kid,1.0,1.0
5953,new jersey bill advance change vaccine exemption student trenton nj cbsnewyorkap new jersey might,1.0,0.6666666666666666
5954,people stupid vaccinate kid,1.0,1.0
5955,expert blame antivaccine lobby bosnia measles outbreak medical expert warned friday antivaccination,1.0,0.6666666666666666
5956,tweet reactmake wish wish didnt cold shire reverse effect immunimmortality truth mind,0.0,1.0
5957,shld put statement shameful tell fb follower worry measles,-1.0,0.3333333333333333
5958,dont live happy universe good nutrition fight cancer measles weapon fear,0.0,0.6666666666666666
5959,risk apparently higher crystal spring,0.0,1.0
5960,aid disease severe lost body cellular immunity,0.0,1.0
5961,aint good u get measles shit,0.0,1.0
5962,aint tryna come measles keep flu shot pneumonia shot thoill catch,0.0,0.6666666666666666
5963,seth berkley point shocking statistic tonight child receive recommended vaccine,1.0,0.6666666666666666
5964,im pissed dont guy reporting measles outbreak came fromroot cause mexican illegal child,0.0,1.0
5965,month away vaccine risk airborne though least,1.0,1.0
5966,reason vaccinate child required go public school,1.0,0.6666666666666666
5967,million child vaccinated polio day india gi helping complete process,1.0,1.0
5968,pay attention link betw autism amp vaccine,-1.0,0.3333333333333333
5969,myth vaccine son acquired rubella mmr vaccine month ago,-1.0,0.6666666666666666
5970,baby want know mccarthy going try leech vaccine blood,-1.0,0.3333333333333333
5971,antivaccine movement led public health crisis author say via,1.0,1.0
5972,kid got sent home school gilbert one little bastard mumps vaccinate damn kid,1.0,1.0
5973,omg get chickenpox vaccine im baby,1.0,0.6666666666666666
5974,kiwi spinach amp avocado smoothie great skin health immunity,0.0,1.0
5975,free backtoschool immunization irving dallas,0.0,0.6666666666666666
5976,measles vaccination rate tanzania better u,1.0,0.6666666666666666
5977,malachi didnt get iti suspect carrierbabies weird immunity eli almost better,0.0,1.0
5978,fucking measles tf get measles,-1.0,0.3333333333333333
5979,warn unvaccinated people stay away disneyland measles outbreak fixed,0.0,0.6666666666666666
5980,mmm hmm top u infectious disease official hopeful vaccine prevent ebola ready summer,1.0,1.0
5981,speaking idiot spreading measles make stop yesterday,1.0,0.6666666666666666
5982,measles outbreak disneyland linked nonvaccinations reckless dangerous,1.0,1.0
5983,instead forcing vaccine better u learn,-1.0,0.6666666666666666
5984,get freaking child vaccinated people,1.0,1.0
5985,even vaccine contributed autismwould rather child trouble processing input dead preventable disease,1.0,0.6666666666666666
5986,like proof illegial immigrant blame measles epidemic,0.0,1.0
5987,pacool kid level got vaccine shot hahaha,1.0,1.0
5988,showed study autism may diagnosed pregnancy,0.0,0.6666666666666666
5989,th gr measles epidemic houston many teacher amp taught st grd wk,0.0,0.6666666666666666
5990,proving mmr immunity clinical laboratory partner,1.0,0.6666666666666666
5991,,0.0,1.0
5992,measles outbreakaz official tracking bet started wnocal crunchies,0.0,0.6666666666666666
5993,youre vaccinated cant carry disease transfer someone cant take vaccination,1.0,1.0
5994,kid get vaccine today sick terrible cold somehow smiling,1.0,0.6666666666666666
5995,parent unvaccinated child exposed family measles via,-1.0,0.3333333333333333
5996,lot child die get sick vaccine horrible excuse human,-1.0,1.0
5997,good bring little measles machine farmer market sneeze fruit finger sample tongs,0.0,0.6666666666666666
5998,average people complain live longer releasing tension increase immunity boost health congrats,0.0,1.0
5999,measles broke palisade going time soon,0.0,1.0
6000,study kid find link mmr vaccine autism,1.0,0.6666666666666666
6001,majority american mmr go southern border argument,-1.0,0.3333333333333333
6002,vaccine given past year prevented million hospitalization death cdc say via,1.0,0.6666666666666666
6003,aid n could mimicking infant immune response produce fasteracting hiv vaccine hiv vaccine based,0.0,0.6666666666666666
6004,shotsimmunizations human animal like put dead infection ur blood streambut dosemt help build ur immune system,-1.0,1.0
6005,yall swear people dont wan na vaccinate kid crazy lol okay,-1.0,0.6666666666666666
6006,breaking east coast dolphin death linked measleslike virus well updating story,0.0,0.6666666666666666
6007,dont know sister measles young autism vaccine,-1.0,0.3333333333333333
6008,vaccine dont cause autism,1.0,1.0
6009,benefit music stress relief boost immunity reduce heart disease enhances emotional strength boost self esteem,0.0,0.6666666666666666
6010,please vaccinate kid want community college guy date healthy,1.0,1.0
6011,childrens museum houston offer free vaccination,1.0,0.6666666666666666
6012,nc senator file bill end religious exemption childhood vaccine north carolina senator worried,1.0,0.6666666666666666
6013,job made get mmr shot week agofeeling effect frm wasté,1.0,1.0
6014,low vaccine rate lead disease outbreak michigan,1.0,0.6666666666666666
6015,wont give people measles,0.0,1.0
6016,aid n scientist developed efficient hiv vaccine monkey experiment hiv remains one greatest health,1.0,0.6666666666666666
6017,rt u set worst measles outbreak decade,0.0,1.0
6018,doctor visit amp immunization shot later needle say baby girl tuckered,1.0,1.0
6019,sb nothing increasing vaccine safety give shot every day get sb coercing family,1.0,0.6666666666666666
6020,cdc measles total swell state,0.0,1.0
6021,case measles ohio antivaccination movement tantamount denying holocaust,1.0,0.6666666666666666
6022,thought mandatory law get child vaccinated,1.0,0.6666666666666666
6023,new measles case connected california disney theme park vaccinate kid,1.0,1.0
6024,asking exemption taken away please,-1.0,0.6666666666666666
6025,worn puppy hand he going even worn vaccination poor baby,-1.0,0.3333333333333333
6026,health official late get flu vaccine steve tawaphiladelphia cbs philadelphia health,0.0,0.6666666666666666
6027,measles campus hopefully student old enough got vaccinated parent became idiot,1.0,1.0
6028,reagan school sent flyer offering flu vaccine nice insurance cost insurance cost tn care say,1.0,1.0
6029,fuck mean aint gon na vaccinate kid,1.0,0.6666666666666666
6030,amazing anti technology heartbreakingpeople scared away misinformation,1.0,1.0
6031,national vaccine injury compensation program vicp safe,-1.0,0.6666666666666666
6032,california measles case reach dept public health official say whack,0.0,1.0
6033,also worth intelligence point enthusiasm like measles mumps common cold highly contagious emory ward,0.0,1.0
6034,dph reaching patient possibly exposed measles boston cbs department public health say,0.0,0.6666666666666666
6035,never measles never mumps eat lot taco take lot dump,0.0,1.0
6036,world pox vaccine cleared world measles cause baseless fear,0.0,0.6666666666666666
6037,follow rabbit hole,0.0,1.0
6038,yeah youre rude unnecessarily spreading false idea refer autism linked vaccine,1.0,0.6666666666666666
6039,outbreak u two disease pretty much eliminated,0.0,0.6666666666666666
6040,know whats worse ulcer smallpox polio measles,1.0,0.6666666666666666
6041,whore hoping get measles,0.0,0.6666666666666666
6042,parent rough day terrorist attack measles chance kid could grow asshole sheesh,0.0,1.0
6043,impact vaccine disease still discussing,1.0,0.6666666666666666
6044,mt simple way decrease number parent choose vaccinate child,1.0,0.6666666666666666
6045,would put,0.0,1.0
6046,two cook county measles case bring state total two suburban cook county child,0.0,1.0
6047,dog get vaccinated lyme disease cant read neighbor,1.0,0.6666666666666666
6048,franchise liaison murder wrote virdiko mobile,0.0,1.0
6049,booster shot showdown long island vaccine battle going one long island school district could end,0.0,0.6666666666666666
6050,seriously vaccinate kid,1.0,1.0
6051,autism speaks urge parent vaccinate child amid measles outbreak,1.0,0.6666666666666666
6052,well dead got measles didnt treat somewhere oregon trail laying dead,1.0,0.6666666666666666
6053,aid n study thousand vaccinated teen born hiv arent protected measles,0.0,1.0
6054,negativity like disease highly contagious quickly infect others immunize smile,0.0,0.6666666666666666
6055,recovering vaccine damaged child possible unnecessary parent work cdc medium trustworthy,-1.0,1.0
6056,scitech meningitis confirmation yale health provide vaccine via,0.0,1.0
6057,first cunt rt happy new year perpetuates lie immunization,1.0,0.6666666666666666
6058,vaccination oh called slapping kid,0.0,0.6666666666666666
6059,disneyland measles outbreak duck player go,0.0,1.0
6060,aint nobody fucking clique jgs monday im mmr nj jersey girl go go,0.0,1.0
6061,love johnny bravo measles episode memory watching grandma little,0.0,1.0
6062,meet couple american measles,0.0,1.0
6063,there measles outbreak government,0.0,0.6666666666666666
6064,wow would punch lady,0.0,0.6666666666666666
6065,jen mc fan all kid n nyc get measlesamp jms fault uneducated absent parenting parent fault,1.0,0.6666666666666666
6066,new vaccine requirement illinois student health official reminding illinois parent required,0.0,1.0
6067,every time lose dota game rip mmr,0.0,1.0
6068,serious reaction vaccine million chance youll contract measles unvaxxed,1.0,1.0
6069,measles may become endemic without vaccination proper clinical diagnosis cdc official say via,1.0,1.0
6070,measles antivaccine debate nice piece,1.0,0.6666666666666666
6071,u medium blackout italian court rule cause autism,-1.0,0.6666666666666666
6072,study kid find link mmr vaccine autism,1.0,0.6666666666666666
6073,support notion ask kid adult succumbing measles thought,1.0,0.6666666666666666
6074,bill advance change new jersey vaccine exemption new jersey might change religious exemption,0.0,0.6666666666666666
6075,year still rolling partner grind,0.0,1.0
6076,incredible wonder educated antivaccine folk realize childhood mortality cut half campaign,1.0,1.0
6077,since measles outbreak school little itch think oh rash measles,0.0,1.0
6078,god sake vaccinate kid protect can not protect infant immunocompromised elderly smart,1.0,1.0
6079,autism around longer vaccine amp prevalent country dont vaccine great site,1.0,1.0
6080,aware mmr vaccination start month well start kindergarten,0.0,1.0
6081,dont let bully parent child,0.0,0.6666666666666666
6082,love lookin everyone el progress mmr give motivation,0.0,1.0
6083,getting immunization shot yay lol drew health service,1.0,1.0
6084,pukejust puke ought ashamed think elite vaccinate autism day puke,-1.0,0.6666666666666666
6085,kid immunized feb face exclusion schooldaycare,0.0,0.6666666666666666
6086,got last college vaccination hope puigitis list guy disease,1.0,0.6666666666666666
6087,anyone ac tm afternoon come play trump pamps girl bikini mmrs day shore,0.0,1.0
6088,jennny youve killing blog post vaccine late come podcast may maybe discus,0.0,1.0
6089,cdc urge american get flu vaccine via,1.0,0.6666666666666666
6090,kid vaccine dont like attitude,1.0,0.6666666666666666
6091,vaccinate kid played significant part utter lunacy terrible f,1.0,1.0
6092,vaccine important yall defeating disease paralyzed america,1.0,1.0
6093,case closed found connection,1.0,1.0
6094,amnews pediatrics academy update measles recommendation guideline also recommend immune globulin,1.0,0.6666666666666666
6095,average people complain live longer releasing tension increase immunity boost health,0.0,1.0
6096,daycare kid rock korn,1.0,0.6666666666666666
6097,u traveler olympics may bring home measles cdc warns,0.0,1.0
6098,workmate told believed vax might b dangerous reminded polio measles mumps definitely dangerous,1.0,0.6666666666666666
6099,tonight referenced measles party appear unsubstantiated rumor please correct,0.0,1.0
6100,full time mmr,0.0,1.0
6101,measles case confirmed dc,0.0,1.0
6102,sharing model un club los osos high school,1.0,0.6666666666666666
6103,grocery store hou tx yr old alien dotted measleshe mom doesnt understand menobody care,1.0,0.6666666666666666
6104,kevin meeker responsible measles outbreak disneyland,0.0,0.6666666666666666
6105,thought legislated state level least ground parent refuse child vaccine,1.0,1.0
6106,texas republican call limiting vaccine exemption texas republican taking aim provision state,1.0,0.6666666666666666
6107,bart rider exposed measles infected passenger morning evening commute bay area bart rider may,0.0,1.0
6108,measles vaccine mandatory got stuff dont wan na write,0.0,0.6666666666666666
6109,give measles,0.0,1.0
6110,yo se,0.0,0.6666666666666666
6111,daycare owner say worker kid come must vaccinated whooping cough scary new outbreak statistic,0.0,0.6666666666666666
6112,dont get measles,0.0,0.6666666666666666
6113,im sorry dont vaccinate kid fucking disease like measles youre fucking idiot govt trying kill u,1.0,0.6666666666666666
6114,mmrmatthews mumford reynolds killed along watchtower,0.0,1.0
6115,know vaccination required attend school lied,-1.0,0.6666666666666666
6116,disown relative saying vaccine kill kid save,1.0,1.0
6117,measle outbreak good measles kill,0.0,1.0
6118,frustratingits hard see kid suffer something thats entirely preventable,0.0,0.6666666666666666
6119,two case measles northeastern central pa common disease amp vaccination enough,0.0,0.6666666666666666
6120,measles case usa hit year high via,0.0,0.6666666666666666
6121,nope unnecessary five infant palatine daycare center diagnosed measles,0.0,0.6666666666666666
6122,la mesa urgent care shut due measles case urgent care clinic sharp reesstealy la mesa,0.0,0.6666666666666666
6123,parent kid battling leukemia want student vaccinated marin county family asking childrens school,1.0,0.6666666666666666
6124,thats whole case aboutfudging data showing link btwn amp,-1.0,1.0
6125,pro lifer pro vaxx know aborted fetal dna vaccine add list vaxx ingredient u dont know,-1.0,1.0
6126,mmr requirement lest youll get medical hold school get done asap measles mumbs rubella plus menengitis,1.0,0.6666666666666666
6127,mmr hoe,0.0,1.0
6128,despite impressive gain made progress towards elimination remains uneven population still unprotected,1.0,0.6666666666666666
6129,nothing like killing w fear mtuser vaccine fear fueled resurgence preventable disease,1.0,0.6666666666666666
6130,mom fully vaccinated child,1.0,1.0
6131,nah everybody got measles tryna go disneyland spring break,0.0,0.6666666666666666
6132,avg ppl complain live longer releasing tension increase immunity ampboosts health guess im living forever,0.0,1.0
6133,antivaccine movement say measles isnt dangerous oh yes,1.0,1.0
6134,gov penny urge hoosier family vaccinate kid measles spread statement released tuesday governor,1.0,0.6666666666666666
6135,would pro immigration wouldnt expect u let measles whooping cough etc,0.0,0.6666666666666666
6136,headline misleading wrong mt cdc admits flu ineffectiveness read,-1.0,0.6666666666666666
6137,people shot fuck im busy deal thatanyways shower time mmr studio,0.0,1.0
6138,superhero fight deadly disease like whooping cough flu zombyism going marriott m free vaccine,1.0,1.0
6139,cheese disney california adventure,0.0,1.0
6140,map preventable disease outbreak show influence antivaccination movement,1.0,1.0
6141,vaccine amp shit made kill u slowly surely get yall kid kind vaccine dont believe look,-1.0,1.0
6142,heard lot kid vaccine reaction thats part important kid vaccine,1.0,0.6666666666666666
6143,people still think climate change fake vaccine cause autism invisible man created world six day wtf,1.0,1.0
6144,need quarantine pregnant reality star believe vaccinating child,1.0,0.6666666666666666
6145,another study find link mmr vaccine autism,1.0,1.0
6146,im living healthy fighting gmos etc vaccinating child shouldnt optional,1.0,1.0
6147,still trying push fear story,1.0,0.6666666666666666
6148,bet culture society induce autism people claim vaccine,1.0,0.6666666666666666
6149,people vaccinated measles urged avoid disneyland,0.0,0.6666666666666666
6150,get flu shot twice year fuck get polio mmr vaccine immunity absolutely,1.0,1.0
6151,many many people vaccination something must done immediately let roll sleeve im,-1.0,0.6666666666666666
6152,get vaccinated health official say michigan confirms first flu case detroit wwjap health official,1.0,1.0
6153,muslim science muslim vaccinating turkish child smallpox passed technique jenner amp pasteur europe,0.0,1.0
6154,az health official monitoring people may measles,1.0,0.6666666666666666
6155,disneyland measles outbreak may originated philippine research show ur fault,0.0,1.0
6156,ive apparently decided asshole facebook today really get away humanity vaccine autism shit,1.0,1.0
6157,sick kitten sick vaccinationsdeworming poor kitten baby shiver he unwrapped blanket,0.0,1.0
6158,russian specialist prepare test vaccine primate health min,0.0,0.6666666666666666
6159,aa employee cant say,0.0,1.0
6160,jennifair bizarre video paranoia consumes screen shot produced drum,0.0,1.0
6161,measles framingham another reason hate place,0.0,1.0
6162,average people complain live longer releasing tension increase immunity boost health,0.0,1.0
6163,confirmed flu fatality need get vaccine everyone health dept pharmacy offer reduced,1.0,1.0
6164,measles outbreak svu knowing,0.0,1.0
6165,frantically adding ballast weight got ta hit second time,0.0,1.0
6166,oh jenny mccarthy hide child might take away vaccine funny true,1.0,1.0
6167,last minute scramble school vaccination many student half way first day back,0.0,1.0
6168,measles spreading around,0.0,1.0
6169,h enroll immunity liability providing free health care service,0.0,1.0
6170,groundbreaking case doctor may found potential cure cancer measles virus,0.0,1.0
6171,ricky foloowed mmr finally something right,0.0,1.0
6172,ap disney gave input measles health message measles outbreak spread last month disneyland executive,0.0,1.0
6173,hiring infectious disease vaccine late stage discovery ff c management baltimore md,0.0,0.6666666666666666
6174,measles express montgomery st bart station w others pic,0.0,1.0
6175,amnews vaccine save child st georgesinternationallyrenowned biomedical researcher hiv pioneer,1.0,1.0
6176,mexico measles vaccination rate u immigrant arent behind measles,0.0,0.6666666666666666
6177,official suspected case measles princeton university princeton university sent email wednesday,0.0,1.0
6178,vaccinate kid idiot,1.0,1.0
6179,battling infectious disease th century impact vaccine,0.0,0.6666666666666666
6180,amazing news people attack child vaccination rather economy border,0.0,0.6666666666666666
6181,let even bring net neutrality fact one vaccinates child let ob left shark,1.0,0.6666666666666666
6182,parent opting immunizing kid protecting child brainer parent debate,1.0,1.0
6183,mmr bitch,0.0,1.0
6184,newborn death cautionary tale calif see worst whooping cough outbreak year vaccinate kid bout,1.0,1.0
6185,glad herd immunity made way national dialogue unfortunate took outbreak,1.0,1.0
6186,soon cover something like measles there malaria u need vaccine somebody died tock bite,0.0,0.6666666666666666
6187,saddest story ever wrote daughter death plea,1.0,1.0
6188,overwhelming time c tragedy canbavoided hib vaccine stopped immed s ofmeningitis deathsnbabies,1.0,0.6666666666666666
6189,im getting td family allergy pertussis vaccine tulsa health pic,0.0,0.6666666666666666
6190,measles outbreak berlin unvaccinated adult kid though directly fault reality support,1.0,0.6666666666666666
6191,schumer want measles vaccine free widely available sen charles schumer urging center,0.0,0.6666666666666666
6192,know million nation child already disabled probably vaccine ingredient double,-1.0,0.6666666666666666
6193,dont care kid vaccinated fine nut ball worry,1.0,0.6666666666666666
6194,advertising natural health pushing immunization needed unhealthy child strike odd sorry,-1.0,0.3333333333333333
6195,willing pay poison ivy vaccine,1.0,1.0
6196,nearly measles case reported nine ohio county measles outbreak ohio reached case,0.0,1.0
6197,austerity vaccine crisis parasite pandemic potential drain life killing slowly,0.0,1.0
6198,fuck measles made way east coast,0.0,1.0
6199,study show risk gb much higher true influenza vaccine,1.0,1.0
6200,st bridge ebola measles presidential material,0.0,1.0
6201,immunization florida department health sarasota county health department north port health center,0.0,0.6666666666666666
6202,served mozambique measles vaccination starting almost child died,1.0,1.0
6203,jeffkoonsstudio simondepury selling hermes readymades fight measles four season restaurant,0.0,1.0
6204,pre mmr rework idk rework evven,0.0,1.0
6205,mmr boosterum yes please,1.0,1.0
6206,day old son may measles,0.0,0.6666666666666666
6207,case nearly case,1.0,1.0
6208,im really talking flu shot thats preventable im talking disease like measles,0.0,0.6666666666666666
6209,myth flu vaccine dont need fear,1.0,1.0
6210,three probable measles case amid broader outbreak public health authority san diego say,0.0,1.0
6211,nasal spray flu vaccine deemed ineffective cdc,0.0,1.0
6212,german measles officially eliminated north south america health official say first region world,0.0,0.6666666666666666
6213,since brady going disneyland mean win measles right,0.0,1.0
6214,cc rt u parent reject vaccine advice young child many question safety,0.0,0.6666666666666666
6215,vaccine safe call bullshit,-1.0,0.3333333333333333
6216,bring typhoid fever various exotic disease vaccine got,0.0,0.6666666666666666
6217,public health policy fail measles rise immunization fall,0.0,0.6666666666666666
6218,megachurch leader scrutiny measles outbreak sickens member s,1.0,0.6666666666666666
6219,grandson injured vaccine received visit pediatrician mo old dr exempted future shot,-1.0,1.0
6220,imagine mad youd watch healthy child crash hard vaccine doctor mock,-1.0,1.0
6221,indiana cdc push infant vaccination avon ind ap state national health official pushing,1.0,0.6666666666666666
6222,brain dumb sometimes get inflicted dumb quite often youd think id built immunity,0.0,1.0
6223,vaccine cause autism speak discrimination,1.0,1.0
6224,dad permanent heart defect measles kid dont fool around measles case tripled year,0.0,0.6666666666666666
6225,theyre fucking stupid taking vaccine believing every conspiracy theory ugh im mad,1.0,0.6666666666666666
6226,cat bag measles outbreak chicago suburb,0.0,1.0
6227,suspected measles case wisconsin likely negative health official portage county believe second,0.0,1.0
6228,,0.0,0.6666666666666666
6229,adventure charleston weekend mosquito size bird leg look like measles thankshope good,0.0,1.0
6230,interviewed yesterday thought mmr vaccine benefit outweigh risk,1.0,1.0
6231,rang dibiasimb brightside tavern,0.0,1.0
6232,average people complain live longer releasing tension increase immunity boost health hell yeah,0.0,1.0
6233,finally truth coming vaccine changed life,-1.0,0.3333333333333333
6234,day booze detox pretty sure measles thanks universe keep comin,0.0,1.0
6235,whistleblower claim cdc covered data showing vaccineautism link via,-1.0,0.6666666666666666
6236,welcome development vaccine preventable disease cross river introduces pentavalent vaccine,1.0,1.0
